state,state_code,scraped_city,business_name,category,address,city,state_field,postal_code,phone,email,all_emails,website,rating,reviews,latitude,longitude,facebook,instagram,linkedin,youtube,tiktok,twitter,google_maps_url
California,CA,Los Angeles,Rapid Roll Off and Disposal Services,Dumpster rental service,"20228 Normandie Ave, Torrance, CA 90502",Torrance,California,90502,(310) 985-1193,info@rapidrolloffdisposal.com,info@rapidrolloffdisposal.com,http://www.rapidrolloffdisposal.com/,5,96,33.8468455,-118.2990899,https://www.facebook.com/RapidRollOffAndDisposalServices,https://www.instagram.com/rapidrolloffdisposalservices,,,,,https://www.google.com/maps/search/?api=1&query=Rapid%20Roll%20Off%20and%20Disposal%20Services&query_place_id=ChIJFycZfWPKwoARoFPUR672-ic
California,CA,Los Angeles,"Same Day Junk Removal, Hauling & Demolition Service",Debris removal service,"23241 Ventura Blvd # 310, Woodland Hills, CA 91364",Woodland Hills,California,91364,(747) 307-3193,,,,4.9,85,34.1621904,-118.6322637,,,,,,,https://www.google.com/maps/search/?api=1&query=Same%20Day%20Junk%20Removal%2C%20Hauling%20%26%20Demolition%20Service&query_place_id=ChIJrceEf2OewoARWukwi60GB8I
California,CA,Los Angeles,M & Sons Hauling/Demolition,Junk removal service,"10920 S La Cienega Blvd, Inglewood, CA 90304",Inglewood,California,90304,(310) 923-5989,marcianicesar@yahoo.com,marcianicesar@yahoo.com,http://www.mandsonshauling.com/,4.8,19,33.9364362,-118.3696826,,,,,,,https://www.google.com/maps/search/?api=1&query=M%20%26%20Sons%20Hauling%2FDemolition&query_place_id=ChIJbcUoMca3woARndu4sy7KVLM
California,CA,Los Angeles,The Junkluggers of Hollywood,Waste management service,"1601 Vine St, Los Angeles, CA 90028",Los Angeles,California,90028,(323) 894-1839,,,https://www.junkluggers.com/hollywood/?utm_campaign=gmb&utm_medium=local&utm_source=google&force_source=ownsite,4.9,460,34.0998975,-118.326906,https://www.facebook.com/115120177746227,https://www.instagram.com/thejunkluggers,,https://www.youtube.com/channel/UCjQQKzxNw-0n-xGx90D8sLg,,,https://www.google.com/maps/search/?api=1&query=The%20Junkluggers%20of%20Hollywood&query_place_id=ChIJt69F_aHvqY8Rv77KOyGR9fU
California,CA,Los Angeles,Lakewood Junk Removal,Junk dealer,,,,,(562) 564-6141,,,https://www.junkremovallakewoodca.com/,5,6,33.786671,-118.2990476,https://www.facebook.com/DATUKWIN,https://www.instagram.com/DATUKWIN,,,,https://twitter.com/DATUKWIN,https://www.google.com/maps/search/?api=1&query=Lakewood%20Junk%20Removal&query_place_id=ChIJLcSCmokvYCcRrZmn0SeJGmI
California,CA,Los Angeles,Same Day Junk Removal & Hauling Service,Waste management service,"1718 Main St, Venice, CA 90291",Venice,California,90291,(424) 421-7457,,,,4.9,20,33.987547,-118.4705162,,,,,,,https://www.google.com/maps/search/?api=1&query=Same%20Day%20Junk%20Removal%20%26%20Hauling%20Service&query_place_id=ChIJk9LpG7m6woAR5WjIWHUX3b0
California,CA,Los Angeles,Legacy Junk Removal,Junk removal service,"10822 Victory Blvd #21, North Hollywood, CA 91606",North Hollywood,California,91606,(909) 566-3090,,,https://legacyjunkremovals.com/,5,384,34.1862145,-118.3666965,https://www.facebook.com/LegacyJunkRemovalServicesLLC,,https://www.linkedin.com/company/legacy-junk-removal,,,,https://www.google.com/maps/search/?api=1&query=Legacy%20Junk%20Removal&query_place_id=ChIJNb9xdxaVwoARlR00VdTGtac
California,CA,Los Angeles,Junk Junkies,Junk removal service,"1221 254th St, Harbor City, CA 90710",Harbor City,California,90710,(310) 503-2123,,,,5,67,33.7938771,-118.2946292,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Junkies&query_place_id=ChIJa_4DfVIPSw8RNDAroWOHL4A
California,CA,Los Angeles,Tom's Junk Removal and Hauling,Garbage collection service,"531 N Marine Ave Unit 5c, Wilmington, CA 90744",Wilmington,California,90744,(818) 334-4798 ext. 1,,,,5,6,33.7760209,-118.263877,,,,,,,https://www.google.com/maps/search/?api=1&query=Tom's%20Junk%20Removal%20and%20Hauling&query_place_id=ChIJI0Y1zWs13YARkGcBMFu5sno
California,CA,Los Angeles,Playa Hauling And Junk Removal,Garbage collection service,"411 Culver Blvd #7721, Playa Del Rey, CA 90293",Playa Del Rey,California,90293,(424) 857-1991,dumpyourjunkla@gmail.com,dumpyourjunkla@gmail.com; Dumpyourjunkla@gmail.com; Infodumpyourjunk@yahoo.com,https://dumpyourjunk-ca.com/service-areas/center-los-angeles-county/junk-removal-service-in-playa-del-rey/,4.9,36,33.9610254,-118.4462006,,https://www.instagram.com/dumpyourjunk_ca,,,,,https://www.google.com/maps/search/?api=1&query=Playa%20Hauling%20And%20Junk%20Removal&query_place_id=ChIJi9egezLGGAYRvNTJkaVEZUg
California,CA,Los Angeles,The Junkluggers of West LA,Junk removal service,"12655 Bluff Creek Dr Unit 324, Playa Vista, CA 90094",Playa Vista,California,90094,(310) 868-0944,,,https://www.junkluggers.com/west-la/?utm_source=gbp&utm_medium=organic&utm_campaign=632446_-JL0064-,5,846,33.9760992,-118.4125057,https://www.facebook.com/106409621298898,https://www.instagram.com/thejunkluggers,,https://www.youtube.com/channel/UCjQQKzxNw-0n-xGx90D8sLg,,,https://www.google.com/maps/search/?api=1&query=The%20Junkluggers%20of%20West%20LA&query_place_id=ChIJJaWQIL-xwoARkOjhKCWog2s
California,CA,Los Angeles,SUNLAND JUNK REMOVAL AND HAULING,Handyman/Handywoman/Handyperson,"8455 McGroarty St, Sunland, CA 91040",Sunland,California,91040,(818) 395-0103,,,,5,2,34.2527013,-118.3175916,,,,,,,https://www.google.com/maps/search/?api=1&query=SUNLAND%20JUNK%20REMOVAL%20AND%20HAULING&query_place_id=ChIJzSHix6CUwoARVDsnANF4xik
California,CA,Los Angeles,Hauling LA Junk Removal Service,Garbage collection service,"1671 S Longwood Ave, Los Angeles, CA 90019",Los Angeles,California,90019,(310) 872-6955,,,http://www.haulingla.com/,5,61,34.0452803,-118.3435432,https://www.facebook.com/Hauling-LA-Junk-Removal-404806582922489,,,,,,https://www.google.com/maps/search/?api=1&query=Hauling%20LA%20Junk%20Removal%20Service&query_place_id=ChIJHUv_zkK4woARQSlrHBvfFvE
California,CA,Los Angeles,Junk King San Fernando Valley,Junk removal service,"10041 Canoga Ave Unit B, Chatsworth, CA 91311",Chatsworth,California,91311,(747) 218-5080,,,https://www.junk-king.com/locations/san-fernando-valley?cid=LSTL_JKG-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.9,664,34.2528716,-118.5974194,https://www.facebook.com/JunkKingFranchise,https://www.instagram.com/junkking_corporate,https://www.linkedin.com/company/junk-king,https://www.youtube.com/channel/UCBnIc3mtAGwDIVG8Ak1gZaQ,,https://x.com/JunkKingCorp,https://www.google.com/maps/search/?api=1&query=Junk%20King%20San%20Fernando%20Valley&query_place_id=ChIJzwLMu7CdwoAR-FjgrWk1Ou4
California,CA,Los Angeles,BumbleBee Junk Removal Service,Junk removal service,"11092 Tuxford St #2, Sun Valley, CA 91352",Sun Valley,California,91352,(844) 647-2727,info@bumblebeejunk.com,info@bumblebeejunk.com,https://www.bumblebeejunk.com/,5,18,34.23317,-118.372657,https://www.facebook.com/BumbleBeeJunk,https://www.instagram.com/bumblebeegotjunk,https://www.linkedin.com/in/bumblebeejunk,https://www.youtube.com/channel/UCkN76WeRwU0FTDVlYVTH_4g,https://www.tiktok.com/@bumblebee_junk,https://twitter.com/Terrenc48631373,https://www.google.com/maps/search/?api=1&query=BumbleBee%20Junk%20Removal%20Service&query_place_id=ChIJCWqmVwyUwoARLCSo_qD1dEA
California,CA,Los Angeles,Local Bin Rentals Los Angeles,Dumpster rental service,"16275 Filbert St, Sylmar, CA 91342",Sylmar,California,91342,(818) 484-6454,,,,4.7,13,34.3161502,-118.4856208,,,,,,,https://www.google.com/maps/search/?api=1&query=Local%20Bin%20Rentals%20Los%20Angeles&query_place_id=ChIJuZ8zPCGPwoARduQXd4W_Nbc
California,CA,Los Angeles,"Los Angeles Disposal – C&D, Trash, Concrete, Asphalt, Brick and Dirt Disposal",Waste management service,"9760 Glenoaks Blvd, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 625-9256,,,https://losangelesdisposal.com/,5,29,34.2472849,-118.3844858,,,,,,,https://www.google.com/maps/search/?api=1&query=Los%20Angeles%20Disposal%20%E2%80%93%20C%26D%2C%20Trash%2C%20Concrete%2C%20Asphalt%2C%20Brick%20and%20Dirt%20Disposal&query_place_id=ChIJfYz_QJqRwoARirkGVxXYp2I
California,CA,Los Angeles,Junk Force Hauling and Demolition,Junk removal service,"1676 Pacific Coast Hwy, Harbor City, CA 90710",Harbor City,California,90710,(310) 984-4818,Junkforcela@gmail.com,Junkforcela@gmail.com; junkbrostn@gmail.com,http://calljunkforce.com/,5,40,33.7893366,-118.3068987,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Force%20Hauling%20and%20Demolition&query_place_id=ChIJZxzoT_76hGwR1uDCRngDnH0
California,CA,Los Angeles,NO LIMIT HAULING & JUNK REMOVAL INC,Junk removal service,"9250 Sunland Blvd, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 405-5544,,,http://www.nolimithaulers.com/,5,6,34.2376581,-118.3672744,,,,,,,https://www.google.com/maps/search/?api=1&query=NO%20LIMIT%20HAULING%20%26%20JUNK%20REMOVAL%20INC&query_place_id=ChIJReDgE46VwoARzcKdCKTfRlI
California,CA,Los Angeles,365 Disposal & Recycling - Concrete & Dirt Dump,Waste management service,"9813 Glenoaks Blvd, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 356-1732,info@365disposalandrecycling.com,info@365disposalandrecycling.com,http://www.365disposalandrecycling.com/,4.9,88,34.2479079,-118.3859243,,https://www.instagram.com/365disposalandrecycling,,,,,https://www.google.com/maps/search/?api=1&query=365%20Disposal%20%26%20Recycling%20-%20Concrete%20%26%20Dirt%20Dump&query_place_id=ChIJf9vhydSTwoARQl8G9ApYtq4
California,CA,Los Angeles,Neighborhood Junk Removal,Junk removal service,"13101 Van Nuys Blvd #12, Pacoima, CA 91331",Pacoima,California,91331,(818) 418-1824,,,https://neighborhoodjunkremovalllc.com/,5,13,34.2689851,-118.4184913,,,,,,,https://www.google.com/maps/search/?api=1&query=Neighborhood%20Junk%20Removal&query_place_id=ChIJA8P-WSqRwoARqL-RPgC_wS0
California,CA,Los Angeles,Family First Junk Removal,Junk removal service,"9048 Woodley Ave Unit B, North Hills, CA 91343",North Hills,California,91343,(818) 877-4661,,,https://familyfirstjunkremovalllc.com/,5,10,34.2351092,-118.4847473,,,,,,,https://www.google.com/maps/search/?api=1&query=Family%20First%20Junk%20Removal&query_place_id=ChIJNaZg9OORwoARWocJFJWv9kY
California,CA,Los Angeles,Ecowaste Junk Removal,Junk removal service,"13241 Bradley Ave, Sylmar, CA 91342",Sylmar,California,91342,(818) 659-6333,Junk@ecowastesolutions.com,Junk@ecowastesolutions.com,https://ecowastejunkremoval.com/,5,52,34.3109547,-118.4675812,,,,,,,https://www.google.com/maps/search/?api=1&query=Ecowaste%20Junk%20Removal&query_place_id=ChIJzd7N08GPwoARE7iqy0BLABQ
California,CA,Los Angeles,Get It Gone Hauling & Junk Removal,Junk removal service,"10146 Balboa Blvd, Granada Hills, CA 91344",Granada Hills,California,91344,(818) 722-9020,,,,5,4,34.2552018,-118.5012903,,,,,,,https://www.google.com/maps/search/?api=1&query=Get%20It%20Gone%20Hauling%20%26%20Junk%20Removal&query_place_id=ChIJp2DHbC-bwoARmZS1sFENvYY
California,CA,Los Angeles,Karrion and Sons Hauling,Junk removal service,"8803 Darby Ave #203, Northridge, CA 91325",Northridge,California,91325,(661) 406-5877,,,,5,11,34.2309684,-118.5339745,,,,,,,https://www.google.com/maps/search/?api=1&query=Karrion%20and%20Sons%20Hauling&query_place_id=ChIJI8p2VFB8XQgR_HIBSLRMiO0
California,CA,Los Angeles,Junk Master,Junk removal service,"6337 Babcock Ave, North Hollywood, CA 91606",North Hollywood,California,91606,(310) 754-5567,junkmastercal@gmail.com,junkmastercal@gmail.com,https://www.junk-master.com/,5,293,34.1859378,-118.4066336,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Master&query_place_id=ChIJRzOVPmaXwoARrt8CGKQVCmE
California,CA,Los Angeles,Thunder Junk Hauling and Junk Removal,Waste management service,"18532 Mayall St, Northridge, CA 91324",Northridge,California,91324,(818) 429-3688,,,http://thunderjunkhaulingandjunkremoval.com/?utm_source=gmb&utm_medium=referral,5,2,34.2510106,-118.537626,,,,,,,https://www.google.com/maps/search/?api=1&query=Thunder%20Junk%20Hauling%20and%20Junk%20Removal&query_place_id=ChIJ0WUOHy9pYKkRsM5aipZxr34
California,CA,Los Angeles,Larry The Rubbish Man,Debris removal service,"8331 Wheatland Ave, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 768-5734,Bill@larrytherubbishman.com,Bill@larrytherubbishman.com; filler@godaddy.com,https://larrytherubbishman.com/,5,66,34.2223911,-118.3620601,,,,,,,https://www.google.com/maps/search/?api=1&query=Larry%20The%20Rubbish%20Man&query_place_id=ChIJe2Wbr_1f8Y8RFORJCq2vgQw
California,CA,Los Angeles,365 Disposal & Recycling ️,Waste management service,"11153 Tuxford St, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 356-1732,info@365disposalandrecycling.com,info@365disposalandrecycling.com,https://365disposalandrecycling.com/,4.4,259,34.232519,-118.374633,,https://www.instagram.com/365disposalandrecycling,,,,,https://www.google.com/maps/search/?api=1&query=365%20Disposal%20%26%20Recycling%20%EF%B8%8F&query_place_id=ChIJ-fdvMwyUwoARJMjYY3FMbes
California,CA,Los Angeles,All In Hauling & Junk Removal,Junk removal service,,,,,(818) 493-9308,Chris@allinhaulingjunkremoval.com,Chris@allinhaulingjunkremoval.com,https://allinhaulingjunkremoval.com/,5,71,34.1520974,-118.4740494,,https://www.instagram.com/allinjunkremoval,,,,,https://www.google.com/maps/search/?api=1&query=All%20In%20Hauling%20%26%20Junk%20Removal&query_place_id=ChIJF_M0WMe0aWwRM70sK55BdpM
California,CA,Los Angeles,Just Junk LA,Garbage collection service,,,,,(747) 305-8220,,,http://www.justjunkla.com/,5,19,34.1717676,-118.4443438,,,,,,,https://www.google.com/maps/search/?api=1&query=Just%20Junk%20LA&query_place_id=ChIJjadSOlXn20YRM1_Tfw7QA3I
California,CA,Los Angeles,Venice Beach Junk Removal,Waste management service,"350 Sunset Ave #4, Venice, CA 90291",Venice,California,90291,(310) 699-5159,,,https://www.venicebeachjunkremoval.com/,5,1238,33.9956367,-118.473603,,https://www.instagram.com/venicebeachjunkremoval,,,,,https://www.google.com/maps/search/?api=1&query=Venice%20Beach%20Junk%20Removal&query_place_id=ChIJ2zhCXd27woARD1I54WBL5wM
California,CA,Los Angeles,All City Hauling & Junk Removal,Junk removal service,"14314 Bledsoe St, Sylmar, CA 91342",Sylmar,California,91342,(818) 572-6481,,,http://allcityhaulingjunk.com/,5,135,34.3232348,-118.4447932,https://www.facebook.com/Allcityhaulingjunkremoval,https://www.instagram.com/allcityhauling,,https://www.youtube.com/@allcityhaulingjunkremoval,,,https://www.google.com/maps/search/?api=1&query=All%20City%20Hauling%20%26%20Junk%20Removal&query_place_id=ChIJP3rj7VCPwoARlrm1rLSqmRE
California,CA,Los Angeles,Trash Junkies LA,Garbage collection service,,,,,(818) 923-8853,trashjunkiesla@gmail.com,trashjunkiesla@gmail.com,https://www.trashjunkiesla.com/,5,32,34.020479,-118.4375506,,https://www.instagram.com/trashjunkiesla,,,,,https://www.google.com/maps/search/?api=1&query=Trash%20Junkies%20LA&query_place_id=ChIJaxS0cfyEzIURRPUbR0CoiQU
California,CA,Los Angeles,Junk & Bulky Item Taxi,Junk removal service,"15011 Kingsbury St, Mission Hills, CA 91345",Mission Hills,California,91345,(747) 677-4108,,,http://www.jbitaxi.com/,5,86,34.2634812,-118.4591997,https://www.facebook.com/profile.php?id=61576828302840,https://www.instagram.com/junkbulkyitemtaxi,,,https://www.tiktok.com/@junkbulkyitemtaxi,,https://www.google.com/maps/search/?api=1&query=Junk%20%26%20Bulky%20Item%20Taxi&query_place_id=ChIJuQdK3HZCMqoR82Zlg9wC-5c
California,CA,Los Angeles,Prime SoCal Junk Services,Junk removal service,"14331 Bledsoe St, Sylmar, CA 91342",Sylmar,California,91342,(747) 291-5989,filler@godaddy.com,filler@godaddy.com; primesocaljunkservices@gmail.com,https://primesocaljunk.com/,4.9,9,34.3232262,-118.4458744,https://www.facebook.com/875540808981917,https://www.instagram.com/prime_socal25,https://www.linkedin.com/in/prime-socal-junk-services-b6b11a3a7,https://www.youtube.com/channel/UCsWx5IGwLOmzUiEovYMAFrw,https://www.tiktok.com/@primesocaljunkservices,https://www.x.com/PrimeSoCalJunkS,https://www.google.com/maps/search/?api=1&query=Prime%20SoCal%20Junk%20Services&query_place_id=ChIJMexl6Ho8q4IRqydHKLAG_68
California,CA,Los Angeles,Prestige Junk Removal,Garbage collection service,"16851 Chatsworth St, Granada Hills, CA 91344",Granada Hills,California,91344,(747) 304-0385,prestigejunkremoval@yahoo.com,prestigejunkremoval@yahoo.com,https://prestigejunkremoval.com/,5,71,34.2650374,-118.4998097,https://www.facebook.com/PrestigeJunkRemovaI,https://www.instagram.com/prestigejunkremoval_,,https://www.youtube.com/@PrestigeJunkRemovalInc,https://www.tiktok.com/@prestigejunkremoval,,https://www.google.com/maps/search/?api=1&query=Prestige%20Junk%20Removal&query_place_id=ChIJafLz02IDMikRqpqJkBmtVgk
California,CA,Los Angeles,Easy Waste Management,Garbage collection service,"12201 Branford St, Sun Valley, CA 91352",Sun Valley,California,91352,(818) 858-4749,solutions@easywm.com,solutions@easywm.com,https://easywm.com/?utm_source=google&utm_medium=gbp&utm_campaign=google_business_profile,4.9,166,34.2515212,-118.3989439,https://www.facebook.com/easywm,https://www.instagram.com/easywm_com,https://www.linkedin.com/company/easy-waste-management,,,https://x.com/EasyWasteMgmt,https://www.google.com/maps/search/?api=1&query=Easy%20Waste%20Management&query_place_id=ChIJE-OMqG_DwoARhhM4RL771L4
California,CA,Los Angeles,LoadRunners Junk Removal & Hauling,Junk removal service,"Mason Ave, Chatsworth, CA 91311",Chatsworth,California,91311,(818) 672-6266,loadrunnersjunk@gmail.com,loadrunnersjunk@gmail.com; info@loadrunnersjunk.com,https://loadrunnersjunk.com/,5,82,34.2500258,-118.5797724,,https://www.instagram.com/loadrunnersjunk,,,,,https://www.google.com/maps/search/?api=1&query=LoadRunners%20Junk%20Removal%20%26%20Hauling&query_place_id=ChIJr2u9DWrO2aMRVWOcMaQKEHE
California,CA,San Diego,Teens Hauling,Junk removal service,,,,,(442) 245-7864,johnsmith@gmail.com,johnsmith@gmail.com; TeensHaulingSD@gmail.com,http://teenshaulingsd.com/,5,9,32.9173924,-117.1520576,https://www.facebook.com/profile.php?id=61587307637381,http://instagram.com/teenshauling,,,,,https://www.google.com/maps/search/?api=1&query=Teens%20Hauling&query_place_id=ChIJeVB6R6fUm4ER_cZmFIYMH-8
California,CA,San Diego,Release junk removal,Debris removal service,,,,,+1 760-520-3982,ReleaseJunkRemoval@gmail.com,ReleaseJunkRemoval@gmail.com; releasejunkremoval@gmail.com,https://www.releasejunkremoval.com/,5,9,32.9173924,-117.1520576,https://www.facebook.com/Release-Junk-Removal-312181236273618,,,,,,https://www.google.com/maps/search/?api=1&query=Release%20junk%20removal&query_place_id=ChIJnxNwanb124ARJl6WIcXolvU
California,CA,San Diego,Junk Away San Diego,Junk removal service,,,,,(858) 321-5555,Support@JunkAwaySanDiego.com,Support@JunkAwaySanDiego.com; support@junkawaysandiego.com,https://www.junkawaysandiego.com/,5,119,32.9173924,-117.1520576,https://www.facebook.com/profile.php?id=61564216553487,http://instagram.com/junkawaysandiego,,https://www.youtube.com/@JunkAwaySanDiego,https://www.tiktok.com/@junkawaysd,https://x.com/JunkAwaySD,https://www.google.com/maps/search/?api=1&query=Junk%20Away%20San%20Diego&query_place_id=ChIJVQX0w98b4YARlbEbXsbxMQs
California,CA,San Diego,Stoneridge Maintenance,Corporate office,"12760 High Bluff Dr, San Diego, CA 92130",San Diego,California,92130,(619) 202-8476,,,http://stoneridgemaintenance.weebly.com/,,,32.9501979,-117.2402511,,,,,,,https://www.google.com/maps/search/?api=1&query=Stoneridge%20Maintenance&query_place_id=ChIJDwUf754I3IARO0UpcWv7RKA
California,CA,San Diego,24/7 Junk Removal LLC,Junk removal service,"3223 Greyling Dr #23672, San Diego, CA 92193",San Diego,California,92193,(760) 820-5865,CustomerService@24-7-JunkRemoval.com,CustomerService@24-7-JunkRemoval.com; customerservice@24-7-junkremoval.com,http://www.24-7-junkremoval.com/,4.9,97,32.8015292,-117.1398488,https://www.facebook.com/twentyfour7junkremoval,https://www.instagram.com/247junkremovalllc,,https://www.youtube.com/watch?v=OAVgBD1C3zU,,https://twitter.com/7Removal,https://www.google.com/maps/search/?api=1&query=24%2F7%20Junk%20Removal%20LLC&query_place_id=ChIJuz9olr_124ARnfKgwXiGBNc
California,CA,San Diego,1-800-GOT-JUNK? San Diego North,Junk removal service,,,,,(858) 727-0421,//www.google.com/maps/place/1-800-GOT-JUNK%3F+San+Diego+North/@32.9699561,//www.google.com/maps/place/1-800-GOT-JUNK%3F+San+Diego+North/@32.9699561,https://www.1800gotjunk.com/us_en/locations/junk-removal-sandiego/us04020?utm_source=googleplus&utm_medium=maps&utm_campaign=sandiegonorth,5,3152,32.8586794,-117.1327195,https://www.facebook.com/1800gotjunksandiegonorth,https://www.instagram.com/1800gotjunk,https://www.linkedin.com/company/1-800-got-junk,https://www.youtube.com/1800gotjunk,https://www.tiktok.com/@1800gotjunkofficial,https://www.twitter.com/1800gotjunk,https://www.google.com/maps/search/?api=1&query=1-800-GOT-JUNK%3F%20San%20Diego%20North&query_place_id=ChIJ-R5fwowL3IARqzUbQqUzMFY
California,CA,San Diego,Johan's Junk Removal and Hauling Inc,Waste management service,"16284 Av. Venusto, San Diego, CA 92128",San Diego,California,92128,(619) 942-8978,hello@johansjunkremoval.com,hello@johansjunkremoval.com,https://www.johansjunkremoval.com/,5,160,33.0099674,-117.0754129,,,,,,,https://www.google.com/maps/search/?api=1&query=Johan's%20Junk%20Removal%20and%20Hauling%20Inc&query_place_id=ChIJaZLx7dHx24ARgN4xjz_jAF8
